Class,International Roughness Index,State,System,Value
Urban (miles),145-170,Georgia,Other freeways and expressways,8.6
Urban (miles),145-170,Hawaii,Other freeways and expressways,4.1
Urban (miles),145-170,Idaho,Other freeways and expressways,1.2
Urban (miles),145-170,Illinois,Other freeways and expressways,8.9
Urban (miles),145-170,Indiana,Other freeways and expressways,7.2
Urban (miles),145-170,Iowa,Other freeways and expressways,0.0
Urban (miles),145-170,Kansas,Other freeways and expressways,7.7
Urban (miles),145-170,Kentucky,Other freeways and expressways,3.0
Urban (miles),145-170,Louisiana,Other freeways and expressways,20.8
Urban (miles),145-170,Maine,Other freeways and expressways,0.3
Urban (miles),145-170,Maryland,Other freeways and expressways,10.0
Urban (miles),145-170,Massachusetts,Other freeways and expressways,7.1
Urban (miles),145-170,Michigan,Other freeways and expressways,9.6
Urban (miles),145-170,Minnesota,Other freeways and expressways,9.2
Urban (miles),145-170,Mississippi,Other freeways and expressways,4.8
Urban (miles),145-170,Missouri,Other freeways and expressways,22.0
Urban (miles),145-170,Montana,Other freeways and expressways,0.0
Urban (miles),145-170,Nebraska,Other freeways and expressways,10.9
Urban (miles),145-170,Nevada,Other freeways and expressways,2.5
Urban (miles),145-170,New Hampshire,Other freeways and expressways,0.1
Urban (miles),145-170,New Jersey,Other freeways and expressways,16.4
Urban (miles),145-170,New Mexico,Other freeways and expressways,3.2
Urban (miles),145-170,New York,Other freeways and expressways,72.8
Urban (miles),145-170,North Carolina,Other freeways and expressways,9.4
Urban (miles),145-170,North Dakota,Other freeways and expressways,0.0
Urban (miles),145-170,Ohio,Other freeways and expressways,23.2
Urban (miles),145-170,Oklahoma,Other freeways and expressways,10.2
Urban (miles),145-170,Oregon,Other freeways and expressways,1.2
Urban (miles),145-170,Pennsylvania,Other freeways and expressways,32.8
Urban (miles),145-170,Rhode Island,Other freeways and expressways,3.6
Urban (miles),145-170,South Carolina,Other freeways and expressways,3.8
Urban (miles),145-170,South Dakota,Other freeways and expressways,1.1
Urban (miles),145-170,Tennessee,Other freeways and expressways,8.7
Urban (miles),145-170,Texas,Other freeways and expressways,100.9
Urban (miles),145-170,Utah,Other freeways and expressways,1.5
Urban (miles),145-170,Vermont,Other freeways and expressways,0.6
Urban (miles),145-170,Virginia,Other freeways and expressways,9.7
Urban (miles),145-170,Washington,Other freeways and expressways,14.8
Urban (miles),145-170,West Virginia,Other freeways and expressways,1.6
Urban (miles),145-170,Wisconsin,Other freeways and expressways,36.9
Urban (miles),145-170,Wyoming,Other freeways and expressways,0.0
Urban (miles),145-170,Puerto Rico,Other freeways and expressways,5.6
Urban (miles),171-194,United States,Other freeways and expressways,367.8
Urban (miles),171-194,Alabama,Other freeways and expressways,1.0
Urban (miles),171-194,Alaska,Other freeways and expressways,0.0
Urban (miles),171-194,Arizona,Other freeways and expressways,2.9
Urban (miles),171-194,Arkansas,Other freeways and expressways,1.6
Urban (miles),171-194,California,Other freeways and expressways,60.8
Urban (miles),171-194,Colorado,Other freeways and expressways,11.7
Urban (miles),171-194,Connecticut,Other freeways and expressways,2.8
Urban (miles),171-194,Delaware,Other freeways and expressways,0.6
Urban (miles),171-194,District of Columbia,Other freeways and expressways,2.2
Urban (miles),171-194,Florida,Other freeways and expressways,5.6
Urban (miles),171-194,Georgia,Other freeways and expressways,2.8
Urban (miles),171-194,Hawaii,Other freeways and expressways,2.9
Urban (miles),171-194,Idaho,Other freeways and expressways,0.5
Urban (miles),171-194,Illinois,Other freeways and expressways,5.6
Urban (miles),171-194,Indiana,Other freeways and expressways,3.4
Urban (miles),171-194,Iowa,Other freeways and expressways,0.0
Urban (miles),171-194,Kansas,Other freeways and expressways,3.2
Urban (miles),171-194,Kentucky,Other freeways and expressways,1.4
Urban (miles),171-194,Louisiana,Other freeways and expressways,19.3
Urban (miles),171-194,Maine,Other freeways and expressways,0.4
Urban (miles),171-194,Maryland,Other freeways and expressways,6.6
Urban (miles),171-194,Massachusetts,Other freeways and expressways,4.7
Urban (miles),171-194,Michigan,Other freeways and expressways,5.1
Urban (miles),171-194,Minnesota,Other freeways and expressways,2.9
Urban (miles),171-194,Mississippi,Other freeways and expressways,2.0
Urban (miles),171-194,Missouri,Other freeways and expressways,11.8
Urban (miles),171-194,Montana,Other freeways and expressways,0.0
Urban (miles),171-194,Nebraska,Other freeways and expressways,6.7
Urban (miles),171-194,Nevada,Other freeways and expressways,1.1
Urban (miles),171-194,New Hampshire,Other freeways and expressways,0.3
Urban (miles),171-194,New Jersey,Other freeways and expressways,10.1
Urban (miles),171-194,New Mexico,Other freeways and expressways,0.9
Urban (miles),171-194,New York,Other freeways and expressways,55.2
Urban (miles),171-194,North Carolina,Other freeways and expressways,4.6
Urban (miles),171-194,North Dakota,Other freeways and expressways,0.0
Urban (miles),171-194,Ohio,Other freeways and expressways,10.5
Urban (miles),171-194,Oklahoma,Other freeways and expressways,6.3
Urban (miles),171-194,Oregon,Other freeways and expressways,1.1
Urban (miles),171-194,Pennsylvania,Other freeways and expressways,18.7
Urban (miles),171-194,Rhode Island,Other freeways and expressways,2.1
Urban (miles),171-194,South Carolina,Other freeways and expressways,1.1
Urban (miles),171-194,South Dakota,Other freeways and expressways,0.7
Urban (miles),171-194,Tennessee,Other freeways and expressways,4.0
Urban (miles),171-194,Texas,Other freeways and expressways,46.6
Urban (miles),171-194,Utah,Other freeways and expressways,0.7
Urban (miles),171-194,Vermont,Other freeways and expressways,0.0
Urban (miles),171-194,Virginia,Other freeways and expressways,7.5
Urban (miles),171-194,Washington,Other freeways and expressways,8.4
Urban (miles),171-194,West Virginia,Other freeways and expressways,1.6
Urban (miles),171-194,Wisconsin,Other freeways and expressways,13.7
Urban (miles),171-194,Wyoming,Other freeways and expressways,0.1
Urban (miles),171-194,Puerto Rico,Other freeways and expressways,4.2
Urban (miles),195-220,United States,Other freeways and expressways,232.5
Urban (miles),195-220,Alabama,Other freeways and expressways,0.3
Urban (miles),195-220,Alaska,Other freeways and expressways,0.0
Urban (miles),195-220,Arizona,Other freeways and expressways,1.1
Urban (miles),195-220,Arkansas,Other freeways and expressways,2.0
Urban (miles),195-220,California,Other freeways and expressways,37.3
Urban (miles),195-220,Colorado,Other freeways and expressways,6.9
Urban (miles),195-220,Connecticut,Other freeways and expressways,1.2
Urban (miles),195-220,Delaware,Other freeways and expressways,0.2
Urban (miles),195-220,District of Columbia,Other freeways and expressways,1.2
Urban (miles),195-220,Florida,Other freeways and expressways,3.7
Urban (miles),195-220,Georgia,Other freeways and expressways,0.7
Urban (miles),195-220,Hawaii,Other freeways and expressways,2.3
Urban (miles),195-220,Idaho,Other freeways and expressways,0.1
Urban (miles),195-220,Illinois,Other freeways and expressways,4.2
Urban (miles),195-220,Indiana,Other freeways and expressways,0.7
Urban (miles),195-220,Iowa,Other freeways and expressways,0.0
Urban (miles),195-220,Kansas,Other freeways and expressways,2.1
Urban (miles),195-220,Kentucky,Other freeways and expressways,1.2
Urban (miles),195-220,Louisiana,Other freeways and expressways,10.7
Urban (miles),195-220,Maine,Other freeways and expressways,0.0
Urban (miles),195-220,Maryland,Other freeways and expressways,4.4
Urban (miles),195-220,Massachusetts,Other freeways and expressways,3.8
Urban (miles),195-220,Michigan,Other freeways and expressways,4.3
Urban (miles),195-220,Minnesota,Other freeways and expressways,1.4
Urban (miles),195-220,Mississippi,Other freeways and expressways,1.4
Urban (miles),195-220,Missouri,Other freeways and expressways,7.1
Urban (miles),195-220,Montana,Other freeways and expressways,0.0
Urban (miles),195-220,Nebraska,Other freeways and expressways,5.0
Urban (miles),195-220,Nevada,Other freeways and expressways,0.4
Urban (miles),195-220,New Hampshire,Other freeways and expressways,0.0
Urban (miles),195-220,New Jersey,Other freeways and expressways,6.2
Urban (miles),195-220,New Mexico,Other freeways and expressways,0.3
Urban (miles),195-220,New York,Other freeways and expressways,53.2
Urban (miles),195-220,North Carolina,Other freeways and expressways,3.2
Urban (miles),195-220,North Dakota,Other freeways and expressways,0.0
Urban (miles),195-220,Ohio,Other freeways and expressways,7.5
Urban (miles),195-220,Oklahoma,Other freeways and expressways,3.5
Urban (miles),195-220,Oregon,Other freeways and expressways,0.9
Urban (miles),195-220,Pennsylvania,Other freeways and expressways,11.4
Urban (miles),195-220,Rhode Island,Other freeways and expressways,0.4
Urban (miles),195-220,South Carolina,Other freeways and expressways,0.5
Urban (miles),195-220,South Dakota,Other freeways and expressways,0.4
Urban (miles),195-220,Tennessee,Other freeways and expressways,1.9
Urban (miles),195-220,Texas,Other freeways and expressways,19.8
Urban (miles),195-220,Utah,Other freeways and expressways,0.3
Urban (miles),195-220,Vermont,Other freeways and expressways,0.1
Urban (miles),195-220,Virginia,Other freeways and expressways,2.9
Urban (miles),195-220,Washington,Other freeways and expressways,5.9
Urban (miles),195-220,West Virginia,Other freeways and expressways,0.5
Urban (miles),195-220,Wisconsin,Other freeways and expressways,5.0
Urban (miles),195-220,Wyoming,Other freeways and expressways,0.1
Urban (miles),195-220,Puerto Rico,Other freeways and expressways,5.2
Urban (miles),More than 220,United States,Other freeways and expressways,306.4
Urban (miles),More than 220,Alabama,Other freeways and expressways,0.4
Urban (miles),More than 220,Alaska,Other freeways and expressways,0.0
Urban (miles),More than 220,Arizona,Other freeways and expressways,2.4
Urban (miles),More than 220,Arkansas,Other freeways and expressways,2.2
Urban (miles),More than 220,California,Other freeways and expressways,46.7
Urban (miles),More than 220,Colorado,Other freeways and expressways,8.1
Urban (miles),More than 220,Connecticut,Other freeways and expressways,1.5
Urban (miles),More than 220,Delaware,Other freeways and expressways,0.4
Urban (miles),More than 220,District of Columbia,Other freeways and expressways,4.2
Urban (miles),More than 220,Florida,Other freeways and expressways,2.8
Urban (miles),More than 220,Georgia,Other freeways and expressways,0.9
Urban (miles),More than 220,Hawaii,Other freeways and expressways,3.9
Urban (miles),More than 220,Idaho,Other freeways and expressways,0.1
Urban (miles),More than 220,Illinois,Other freeways and expressways,5.0
Urban (miles),More than 220,Indiana,Other freeways and expressways,1.0
Urban (miles),More than 220,Iowa,Other freeways and expressways,0.0
Urban (miles),More than 220,Kansas,Other freeways and expressways,1.2
Urban (miles),More than 220,Kentucky,Other freeways and expressways,0.6
Urban (miles),More than 220,Louisiana,Other freeways and expressways,21.7
Urban (miles),More than 220,Maine,Other freeways and expressways,0.1
Urban (miles),More than 220,Maryland,Other freeways and expressways,8.8
Urban (miles),More than 220,Massachusetts,Other freeways and expressways,4.2
Urban (miles),More than 220,Michigan,Other freeways and expressways,8.1
Urban (miles),More than 220,Minnesota,Other freeways and expressways,0.6
Urban (miles),More than 220,Mississippi,Other freeways and expressways,1.4
Urban (miles),More than 220,Missouri,Other freeways and expressways,8.1
Urban (miles),More than 220,Montana,Other freeways and expressways,0.0
Urban (miles),More than 220,Nebraska,Other freeways and expressways,6.4
Urban (miles),More than 220,Nevada,Other freeways and expressways,0.7
Urban (miles),More than 220,New Hampshire,Other freeways and expressways,0.0
Urban (miles),More than 220,New Jersey,Other freeways and expressways,8.3
Urban (miles),More than 220,New Mexico,Other freeways and expressways,0.2
Urban (miles),More than 220,New York,Other freeways and expressways,79.6
Urban (miles),More than 220,North Carolina,Other freeways and expressways,3.1
Urban (miles),More than 220,North Dakota,Other freeways and expressways,0.0
Urban (miles),More than 220,Ohio,Other freeways and expressways,6.9
Urban (miles),More than 220,Oklahoma,Other freeways and expressways,3.3
Urban (miles),More than 220,Oregon,Other freeways and expressways,0.4
Urban (miles),More than 220,Pennsylvania,Other freeways and expressways,20.1
Urban (miles),More than 220,Rhode Island,Other freeways and expressways,2.3
Urban (miles),More than 220,South Carolina,Other freeways and expressways,0.5
Urban (miles),More than 220,South Dakota,Other freeways and expressways,0.2
Urban (miles),More than 220,Tennessee,Other freeways and expressways,2.5
Urban (miles),More than 220,Texas,Other freeways and expressways,14.9
Urban (miles),More than 220,Utah,Other freeways and expressways,0.2
Urban (miles),More than 220,Vermont,Other freeways and expressways,0.3
Urban (miles),More than 220,Virginia,Other freeways and expressways,1.6
Urban (miles),More than 220,Washington,Other freeways and expressways,6.0
Urban (miles),More than 220,West Virginia,Other freeways and expressways,0.3
Urban (miles),More than 220,Wisconsin,Other freeways and expressways,3.9
Urban (miles),More than 220,Wyoming,Other freeways and expressways,0.0
Urban (miles),More than 220,Puerto Rico,Other freeways and expressways,9.9
Urban (miles),Less than 60,United States,Minor Arterial,"4,385.6"
Urban (miles),Less than 60,Alabama,Minor Arterial,246.1
Urban (miles),Less than 60,Alaska,Minor Arterial,19.5
Urban (miles),Less than 60,Arizona,Minor Arterial,60.4
Urban (miles),Less than 60,Arkansas,Minor Arterial,142.5
Urban (miles),Less than 60,California,Minor Arterial,173.8
Urban (miles),Less than 60,Colorado,Minor Arterial,29.6
Urban (miles),Less than 60,Connecticut,Minor Arterial,23.2
Urban (miles),Less than 60,Delaware,Minor Arterial,21.0
Urban (miles),Less than 60,District of Columbia,Minor Arterial,0.0
Urban (miles),Less than 60,Florida,Minor Arterial,400.4
Urban (miles),Less than 60,Georgia,Minor Arterial,515.2
Urban (miles),Less than 60,Hawaii,Minor Arterial,5.6
Urban (miles),Less than 60,Idaho,Minor Arterial,10.1
Urban (miles),Less than 60,Illinois,Minor Arterial,170.5
Urban (miles),Less than 60,Indiana,Minor Arterial,256.7
Urban (miles),Less than 60,Iowa,Minor Arterial,0.0
Urban (miles),Less than 60,Kansas,Minor Arterial,12.1
Urban (miles),Less than 60,Kentucky,Minor Arterial,79.1
Urban (miles),Less than 60,Louisiana,Minor Arterial,64.1
Urban (miles),Less than 60,Maine,Minor Arterial,28.3
Urban (miles),Less than 60,Maryland,Minor Arterial,67.6
Urban (miles),Less than 60,Massachusetts,Minor Arterial,30.7
Urban (miles),Less than 60,Michigan,Minor Arterial,215.7
Urban (miles),Less than 60,Minnesota,Minor Arterial,343.9
Urban (miles),Less than 60,Mississippi,Minor Arterial,24.3
Urban (miles),Less than 60,Missouri,Minor Arterial,66.9
Urban (miles),Less than 60,Montana,Minor Arterial,18.7
Urban (miles),Less than 60,Nebraska,Minor Arterial,11.0
Urban (miles),Less than 60,Nevada,Minor Arterial,96.7
Urban (miles),Less than 60,New Hampshire,Minor Arterial,53.4
Urban (miles),Less than 60,New Jersey,Minor Arterial,113.5
Urban (miles),Less than 60,New Mexico,Minor Arterial,5.5
Urban (miles),Less than 60,New York,Minor Arterial,180.8
Urban (miles),Less than 60,North Carolina,Minor Arterial,32.6
Urban (miles),Less than 60,North Dakota,Minor Arterial,3.3
Urban (miles),Less than 60,Ohio,Minor Arterial,202.3
Urban (miles),Less than 60,Oklahoma,Minor Arterial,66.1
Urban (miles),Less than 60,Oregon,Minor Arterial,7.6
Urban (miles),Less than 60,Pennsylvania,Minor Arterial,104.8
Urban (miles),Less than 60,Rhode Island,Minor Arterial,3.8
Urban (miles),Less than 60,South Carolina,Minor Arterial,23.7
Urban (miles),Less than 60,South Dakota,Minor Arterial,4.5
Urban (miles),Less than 60,Tennessee,Minor Arterial,16.4
Urban (miles),Less than 60,Texas,Minor Arterial,267.2
Urban (miles),Less than 60,Utah,Minor Arterial,30.8
Urban (miles),Less than 60,Vermont,Minor Arterial,0.0
Urban (miles),Less than 60,Virginia,Minor Arterial,16.8
Urban (miles),Less than 60,Washington,Minor Arterial,40.0
Urban (miles),Less than 60,West Virginia,Minor Arterial,1.2
Urban (miles),Less than 60,Wisconsin,Minor Arterial,69.5
Urban (miles),Less than 60,Wyoming,Minor Arterial,8.3
Urban (miles),Less than 60,Puerto Rico,Minor Arterial,0.0
Urban (miles),60-94,United States,Minor Arterial,"15,998.2"
Urban (miles),60-94,Alabama,Minor Arterial,615.8
Urban (miles),60-94,Alaska,Minor Arterial,57.8
Urban (miles),60-94,Arizona,Minor Arterial,290.1
Urban (miles),60-94,Arkansas,Minor Arterial,217.3
Urban (miles),60-94,California,Minor Arterial,474.8
Urban (miles),60-94,Colorado,Minor Arterial,241.6
Urban (miles),60-94,Connecticut,Minor Arterial,290.6
Urban (miles),60-94,Delaware,Minor Arterial,54.2
Urban (miles),60-94,District of Columbia,Minor Arterial,0.2
Urban (miles),60-94,Florida,Minor Arterial,"1,369.2"
Urban (miles),60-94,Georgia,Minor Arterial,"1,737.5"
Urban (miles),60-94,Hawaii,Minor Arterial,34.3
Urban (miles),60-94,Idaho,Minor Arterial,18.2
Urban (miles),60-94,Illinois,Minor Arterial,624.1
Urban (miles),60-94,Indiana,Minor Arterial,286.0
Urban (miles),60-94,Iowa,Minor Arterial,0.0
Urban (miles),60-94,Kansas,Minor Arterial,33.5
Urban (miles),60-94,Kentucky,Minor Arterial,336.7
Urban (miles),60-94,Louisiana,Minor Arterial,355.6
Urban (miles),60-94,Maine,Minor Arterial,73.2
Urban (miles),60-94,Maryland,Minor Arterial,247.4
Urban (miles),60-94,Massachusetts,Minor Arterial,228.7
Urban (miles),60-94,Michigan,Minor Arterial,680.1
Urban (miles),60-94,Minnesota,Minor Arterial,773.9
Urban (miles),60-94,Mississippi,Minor Arterial,174.2
Urban (miles),60-94,Missouri,Minor Arterial,296.7
Urban (miles),60-94,Montana,Minor Arterial,61.7
Urban (miles),60-94,Nebraska,Minor Arterial,4.8
Urban (miles),60-94,Nevada,Minor Arterial,211.4
Urban (miles),60-94,New Hampshire,Minor Arterial,114.8
Urban (miles),60-94,New Jersey,Minor Arterial,190.7
Urban (miles),60-94,New Mexico,Minor Arterial,68.7
Urban (miles),60-94,New York,Minor Arterial,928.8
Urban (miles),60-94,North Carolina,Minor Arterial,496.3
Urban (miles),60-94,North Dakota,Minor Arterial,43.1
Urban (miles),60-94,Ohio,Minor Arterial,"1,027.5"
Urban (miles),60-94,Oklahoma,Minor Arterial,126.8
Urban (miles),60-94,Oregon,Minor Arterial,40.4
Urban (miles),60-94,Pennsylvania,Minor Arterial,624.2
Urban (miles),60-94,Rhode Island,Minor Arterial,29.3
Urban (miles),60-94,South Carolina,Minor Arterial,392.7
Urban (miles),60-94,South Dakota,Minor Arterial,16.1
Urban (miles),60-94,Tennessee,Minor Arterial,33.3
Urban (miles),60-94,Texas,Minor Arterial,"1,187.5"
Urban (miles),60-94,Utah,Minor Arterial,69.9
Urban (miles),60-94,Vermont,Minor Arterial,0.0
Urban (miles),60-94,Virginia,Minor Arterial,311.1
Urban (miles),60-94,Washington,Minor Arterial,262.9
Urban (miles),60-94,West Virginia,Minor Arterial,44.4
Urban (miles),60-94,Wisconsin,Minor Arterial,178.4
Urban (miles),60-94,Wyoming,Minor Arterial,21.9
Urban (miles),60-94,Puerto Rico,Minor Arterial,0.0
Urban (miles),95-170,United States,Minor Arterial,"33,572.6"
Urban (miles),95-170,Alabama,Minor Arterial,747.7
Urban (miles),95-170,Alaska,Minor Arterial,77.7
Urban (miles),95-170,Arizona,Minor Arterial,"1,385.0"
Urban (miles),95-170,Arkansas,Minor Arterial,308.2
Urban (miles),95-170,California,Minor Arterial,696.0
Urban (miles),95-170,Colorado,Minor Arterial,810.2
Urban (miles),95-170,Connecticut,Minor Arterial,862.0
Urban (miles),95-170,Delaware,Minor Arterial,92.3
Urban (miles),95-170,District of Columbia,Minor Arterial,12.0
Urban (miles),95-170,Florida,Minor Arterial,"1,740.2"
Urban (miles),95-170,Georgia,Minor Arterial,"1,829.5"
Urban (miles),95-170,Hawaii,Minor Arterial,66.4
Urban (miles),95-170,Idaho,Minor Arterial,33.8
Urban (miles),95-170,Illinois,Minor Arterial,"1,784.1"
Urban (miles),95-170,Indiana,Minor Arterial,145.6
Urban (miles),95-170,Iowa,Minor Arterial,0.8
Urban (miles),95-170,Kansas,Minor Arterial,41.8
Urban (miles),95-170,Kentucky,Minor Arterial,638.5
Urban (miles),95-170,Louisiana,Minor Arterial,692.2
Urban (miles),95-170,Maine,Minor Arterial,92.2
Urban (miles),95-170,Maryland,Minor Arterial,667.3
Urban (miles),95-170,Massachusetts,Minor Arterial,659.8
Urban (miles),95-170,Michigan,Minor Arterial,"1,145.4"
Urban (miles),95-170,Minnesota,Minor Arterial,"1,003.0"
Urban (miles),95-170,Mississippi,Minor Arterial,431.6
Urban (miles),95-170,Missouri,Minor Arterial,899.8
Urban (miles),95-170,Montana,Minor Arterial,120.0
Urban (miles),95-170,Nebraska,Minor Arterial,3.3
Urban (miles),95-170,Nevada,Minor Arterial,387.5
Urban (miles),95-170,New Hampshire,Minor Arterial,216.8
Urban (miles),95-170,New Jersey,Minor Arterial,181.2
Urban (miles),95-170,New Mexico,Minor Arterial,304.1
Urban (miles),95-170,New York,Minor Arterial,"2,140.5"
Urban (miles),95-170,North Carolina,Minor Arterial,"1,665.1"
Urban (miles),95-170,North Dakota,Minor Arterial,121.9
Urban (miles),95-170,Ohio,Minor Arterial,"1,595.0"
Urban (miles),95-170,Oklahoma,Minor Arterial,393.9
Urban (miles),95-170,Oregon,Minor Arterial,66.4
Urban (miles),95-170,Pennsylvania,Minor Arterial,"1,707.0"
Urban (miles),95-170,Rhode Island,Minor Arterial,138.5
Urban (miles),95-170,South Carolina,Minor Arterial,968.3
Urban (miles),95-170,South Dakota,Minor Arterial,20.4
Urban (miles),95-170,Tennessee,Minor Arterial,23.0
Urban (miles),95-170,Texas,Minor Arterial,"3,077.9"
Urban (miles),95-170,Utah,Minor Arterial,111.8
Urban (miles),95-170,Vermont,Minor Arterial,0.0
Urban (miles),95-170,Virginia,Minor Arterial,"1,070.1"
Urban (miles),95-170,Washington,Minor Arterial,"1,389.1"
Urban (miles),95-170,West Virginia,Minor Arterial,109.4
Urban (miles),95-170,Wisconsin,Minor Arterial,806.5
Urban (miles),95-170,Wyoming,Minor Arterial,32.8
Urban (miles),95-170,Puerto Rico,Minor Arterial,59.0
Urban (miles),171-220,United States,Minor Arterial,"11,552.2"
Urban (miles),171-220,Alabama,Minor Arterial,167.2
Urban (miles),171-220,Alaska,Minor Arterial,23.5
Urban (miles),171-220,Arizona,Minor Arterial,472.1
Urban (miles),171-220,Arkansas,Minor Arterial,57.0
Urban (miles),171-220,California,Minor Arterial,320.8
Urban (miles),171-220,Colorado,Minor Arterial,331.4
Urban (miles),171-220,Connecticut,Minor Arterial,262.3
Urban (miles),171-220,Delaware,Minor Arterial,30.2
Urban (miles),171-220,District of Columbia,Minor Arterial,20.9
Urban (miles),171-220,Florida,Minor Arterial,360.8
Urban (miles),171-220,Georgia,Minor Arterial,238.7
Urban (miles),171-220,Hawaii,Minor Arterial,35.8
Urban (miles),171-220,Idaho,Minor Arterial,3.0
Urban (miles),171-220,Illinois,Minor Arterial,647.0
Urban (miles),171-220,Indiana,Minor Arterial,15.6
Urban (miles),171-220,Iowa,Minor Arterial,1.0
Urban (miles),171-220,Kansas,Minor Arterial,13.9
Urban (miles),171-220,Kentucky,Minor Arterial,121.3
Urban (miles),171-220,Louisiana,Minor Arterial,265.7
Urban (miles),171-220,Maine,Minor Arterial,24.3
Urban (miles),171-220,Maryland,Minor Arterial,292.2
Urban (miles),171-220,Massachusetts,Minor Arterial,288.5
Urban (miles),171-220,Michigan,Minor Arterial,416.2
Urban (miles),171-220,Minnesota,Minor Arterial,181.0
Urban (miles),171-220,Mississippi,Minor Arterial,214.7
Urban (miles),171-220,Missouri,Minor Arterial,442.8
Urban (miles),171-220,Montana,Minor Arterial,37.1
Urban (miles),171-220,Nebraska,Minor Arterial,5.3
Urban (miles),171-220,Nevada,Minor Arterial,106.7
Urban (miles),171-220,New Hampshire,Minor Arterial,57.3
Urban (miles),171-220,New Jersey,Minor Arterial,28.7
Urban (miles),171-220,New Mexico,Minor Arterial,135.9
Urban (miles),171-220,New York,Minor Arterial,978.6
Urban (miles),171-220,North Carolina,Minor Arterial,331.8
Urban (miles),171-220,North Dakota,Minor Arterial,53.9
Urban (miles),171-220,Ohio,Minor Arterial,489.5
Urban (miles),171-220,Oklahoma,Minor Arterial,229.7
Urban (miles),171-220,Oregon,Minor Arterial,30.9
Urban (miles),171-220,Pennsylvania,Minor Arterial,490.9
Urban (miles),171-220,Rhode Island,Minor Arterial,71.5
Urban (miles),171-220,South Carolina,Minor Arterial,223.5
Urban (miles),171-220,South Dakota,Minor Arterial,8.7
Urban (miles),171-220,Tennessee,Minor Arterial,3.3
Urban (miles),171-220,Texas,Minor Arterial,"1,536.4"
Urban (miles),171-220,Utah,Minor Arterial,35.6
Urban (miles),171-220,Vermont,Minor Arterial,0.0
Urban (miles),171-220,Virginia,Minor Arterial,307.1
Urban (miles),171-220,Washington,Minor Arterial,497.7
Urban (miles),171-220,West Virginia,Minor Arterial,25.5
Urban (miles),171-220,Wisconsin,Minor Arterial,436.8
Urban (miles),171-220,Wyoming,Minor Arterial,4.6
Urban (miles),171-220,Puerto Rico,Minor Arterial,177.0
Urban (miles),More than 220,United States,Minor Arterial,"13,485.0"
Urban (miles),More than 220,Alabama,Minor Arterial,97.8
Urban (miles),More than 220,Alaska,Minor Arterial,22.3
Urban (miles),More than 220,Arizona,Minor Arterial,308.5
Urban (miles),More than 220,Arkansas,Minor Arterial,61.8
Urban (miles),More than 220,California,Minor Arterial,447.8
Urban (miles),More than 220,Colorado,Minor Arterial,389.3
Urban (miles),More than 220,Connecticut,Minor Arterial,237.0
Urban (miles),More than 220,Delaware,Minor Arterial,21.7
Urban (miles),More than 220,District of Columbia,Minor Arterial,125.1
Urban (miles),More than 220,Florida,Minor Arterial,294.0
Urban (miles),More than 220,Georgia,Minor Arterial,176.7
Urban (miles),More than 220,Hawaii,Minor Arterial,48.8
Urban (miles),More than 220,Idaho,Minor Arterial,9.1
Urban (miles),More than 220,Illinois,Minor Arterial,894.4
Urban (miles),More than 220,Indiana,Minor Arterial,8.6
Urban (miles),More than 220,Iowa,Minor Arterial,1.3
Urban (miles),More than 220,Kansas,Minor Arterial,8.4
Urban (miles),More than 220,Kentucky,Minor Arterial,76.9
Urban (miles),More than 220,Louisiana,Minor Arterial,311.5
Urban (miles),More than 220,Maine,Minor Arterial,24.7
Urban (miles),More than 220,Maryland,Minor Arterial,310.2
Urban (miles),More than 220,Massachusetts,Minor Arterial,212.6
Urban (miles),More than 220,Michigan,Minor Arterial,514.1
Urban (miles),More than 220,Minnesota,Minor Arterial,130.5
Urban (miles),More than 220,Mississippi,Minor Arterial,250.2
Urban (miles),More than 220,Missouri,Minor Arterial,468.0
Urban (miles),More than 220,Montana,Minor Arterial,39.1
Urban (miles),More than 220,Nebraska,Minor Arterial,14.0
Urban (miles),More than 220,Nevada,Minor Arterial,86.4
Urban (miles),More than 220,New Hampshire,Minor Arterial,51.4
Urban (miles),More than 220,New Jersey,Minor Arterial,23.6
Urban (miles),More than 220,New Mexico,Minor Arterial,175.4
Urban (miles),More than 220,New York,Minor Arterial,"1,140.1"
Urban (miles),More than 220,North Carolina,Minor Arterial,201.9
Urban (miles),More than 220,North Dakota,Minor Arterial,69.6
Urban (miles),More than 220,Ohio,Minor Arterial,579.8
Urban (miles),More than 220,Oklahoma,Minor Arterial,314.8
Urban (miles),More than 220,Oregon,Minor Arterial,20.4
Urban (miles),More than 220,Pennsylvania,Minor Arterial,648.1
Urban (miles),More than 220,Rhode Island,Minor Arterial,85.8
Urban (miles),More than 220,South Carolina,Minor Arterial,104.5
Urban (miles),More than 220,South Dakota,Minor Arterial,2.3
Urban (miles),More than 220,Tennessee,Minor Arterial,10.3
Urban (miles),More than 220,Texas,Minor Arterial,"2,334.7"
Urban (miles),More than 220,Utah,Minor Arterial,30.1
Urban (miles),More than 220,Vermont,Minor Arterial,0.0
Urban (miles),More than 220,Virginia,Minor Arterial,127.5
Urban (miles),More than 220,Washington,Minor Arterial,562.8
Urban (miles),More than 220,West Virginia,Minor Arterial,13.4
Urban (miles),More than 220,Wisconsin,Minor Arterial,785.2
Urban (miles),More than 220,Wyoming,Minor Arterial,7.1
Urban (miles),More than 220,Puerto Rico,Minor Arterial,605.5
