Class,International Roughness Index,State,System,Value
Rural (miles),95-119,Nebraska,Other freeways and expressways,69.7
Rural (miles),95-119,Nevada,Other freeways and expressways,0.0
Rural (miles),95-119,New Hampshire,Other freeways and expressways,0.0
Rural (miles),95-119,New Jersey,Other freeways and expressways,1.3
Rural (miles),95-119,New Mexico,Other freeways and expressways,0.0
Rural (miles),95-119,New York,Other freeways and expressways,32.9
Rural (miles),95-119,North Carolina,Other freeways and expressways,33.6
Rural (miles),95-119,North Dakota,Other freeways and expressways,0.0
Rural (miles),95-119,Ohio,Other freeways and expressways,41.6
Rural (miles),95-119,Oklahoma,Other freeways and expressways,2.2
Rural (miles),95-119,Oregon,Other freeways and expressways,0.0
Rural (miles),95-119,Pennsylvania,Other freeways and expressways,41.9
Rural (miles),95-119,Rhode Island,Other freeways and expressways,0.5
Rural (miles),95-119,South Carolina,Other freeways and expressways,1.4
Rural (miles),95-119,South Dakota,Other freeways and expressways,33.1
Rural (miles),95-119,Tennessee,Other freeways and expressways,2.8
Rural (miles),95-119,Texas,Other freeways and expressways,21.6
Rural (miles),95-119,Utah,Other freeways and expressways,2.4
Rural (miles),95-119,Vermont,Other freeways and expressways,0.1
Rural (miles),95-119,Virginia,Other freeways and expressways,7.1
Rural (miles),95-119,Washington,Other freeways and expressways,120.2
Rural (miles),95-119,West Virginia,Other freeways and expressways,0.0
Rural (miles),95-119,Wisconsin,Other freeways and expressways,32.8
Rural (miles),95-119,Wyoming,Other freeways and expressways,0.0
Rural (miles),95-119,Puerto Rico,Other freeways and expressways,0.5
Rural (miles),120-144,United States,Other freeways and expressways,319.7
Rural (miles),120-144,Alabama,Other freeways and expressways,0.0
Rural (miles),120-144,Alaska,Other freeways and expressways,0.0
Rural (miles),120-144,Arizona,Other freeways and expressways,1.2
Rural (miles),120-144,Arkansas,Other freeways and expressways,1.8
Rural (miles),120-144,California,Other freeways and expressways,30.0
Rural (miles),120-144,Colorado,Other freeways and expressways,4.8
Rural (miles),120-144,Connecticut,Other freeways and expressways,0.3
Rural (miles),120-144,Delaware,Other freeways and expressways,0.5
Rural (miles),120-144,District of Columbia,Other freeways and expressways,0.0
Rural (miles),120-144,Florida,Other freeways and expressways,1.6
Rural (miles),120-144,Georgia,Other freeways and expressways,0.0
Rural (miles),120-144,Hawaii,Other freeways and expressways,0.0
Rural (miles),120-144,Idaho,Other freeways and expressways,1.8
Rural (miles),120-144,Illinois,Other freeways and expressways,6.3
Rural (miles),120-144,Indiana,Other freeways and expressways,9.8
Rural (miles),120-144,Iowa,Other freeways and expressways,0.0
Rural (miles),120-144,Kansas,Other freeways and expressways,8.7
Rural (miles),120-144,Kentucky,Other freeways and expressways,6.9
Rural (miles),120-144,Louisiana,Other freeways and expressways,5.8
Rural (miles),120-144,Maine,Other freeways and expressways,0.1
Rural (miles),120-144,Maryland,Other freeways and expressways,0.7
Rural (miles),120-144,Massachusetts,Other freeways and expressways,0.1
Rural (miles),120-144,Michigan,Other freeways and expressways,3.4
Rural (miles),120-144,Minnesota,Other freeways and expressways,1.4
Rural (miles),120-144,Mississippi,Other freeways and expressways,0.0
Rural (miles),120-144,Missouri,Other freeways and expressways,27.0
Rural (miles),120-144,Montana,Other freeways and expressways,0.0
Rural (miles),120-144,Nebraska,Other freeways and expressways,36.8
Rural (miles),120-144,Nevada,Other freeways and expressways,0.0
Rural (miles),120-144,New Hampshire,Other freeways and expressways,0.0
Rural (miles),120-144,New Jersey,Other freeways and expressways,0.4
Rural (miles),120-144,New Mexico,Other freeways and expressways,0.0
Rural (miles),120-144,New York,Other freeways and expressways,18.0
Rural (miles),120-144,North Carolina,Other freeways and expressways,12.5
Rural (miles),120-144,North Dakota,Other freeways and expressways,0.0
Rural (miles),120-144,Ohio,Other freeways and expressways,21.6
Rural (miles),120-144,Oklahoma,Other freeways and expressways,0.8
Rural (miles),120-144,Oregon,Other freeways and expressways,0.0
Rural (miles),120-144,Pennsylvania,Other freeways and expressways,21.7
Rural (miles),120-144,Rhode Island,Other freeways and expressways,0.3
Rural (miles),120-144,South Carolina,Other freeways and expressways,1.1
Rural (miles),120-144,South Dakota,Other freeways and expressways,7.8
Rural (miles),120-144,Tennessee,Other freeways and expressways,1.1
Rural (miles),120-144,Texas,Other freeways and expressways,6.3
Rural (miles),120-144,Utah,Other freeways and expressways,0.5
Rural (miles),120-144,Vermont,Other freeways and expressways,0.2
Rural (miles),120-144,Virginia,Other freeways and expressways,2.0
Rural (miles),120-144,Washington,Other freeways and expressways,49.2
Rural (miles),120-144,West Virginia,Other freeways and expressways,0.0
Rural (miles),120-144,Wisconsin,Other freeways and expressways,27.1
Rural (miles),120-144,Wyoming,Other freeways and expressways,0.0
Rural (miles),120-144,Puerto Rico,Other freeways and expressways,0.4
Rural (miles),145-170,United States,Other freeways and expressways,142.6
Rural (miles),145-170,Alabama,Other freeways and expressways,0.0
Rural (miles),145-170,Alaska,Other freeways and expressways,0.0
Rural (miles),145-170,Arizona,Other freeways and expressways,0.0
Rural (miles),145-170,Arkansas,Other freeways and expressways,0.9
Rural (miles),145-170,California,Other freeways and expressways,11.3
Rural (miles),145-170,Colorado,Other freeways and expressways,2.1
Rural (miles),145-170,Connecticut,Other freeways and expressways,0.1
Rural (miles),145-170,Delaware,Other freeways and expressways,0.5
Rural (miles),145-170,District of Columbia,Other freeways and expressways,0.0
Rural (miles),145-170,Florida,Other freeways and expressways,0.7
Rural (miles),145-170,Georgia,Other freeways and expressways,0.0
Rural (miles),145-170,Hawaii,Other freeways and expressways,0.0
Rural (miles),145-170,Idaho,Other freeways and expressways,0.4
Rural (miles),145-170,Illinois,Other freeways and expressways,2.7
Rural (miles),145-170,Indiana,Other freeways and expressways,4.9
Rural (miles),145-170,Iowa,Other freeways and expressways,0.0
Rural (miles),145-170,Kansas,Other freeways and expressways,2.8
Rural (miles),145-170,Kentucky,Other freeways and expressways,3.3
Rural (miles),145-170,Louisiana,Other freeways and expressways,2.5
Rural (miles),145-170,Maine,Other freeways and expressways,0.0
Rural (miles),145-170,Maryland,Other freeways and expressways,0.6
Rural (miles),145-170,Massachusetts,Other freeways and expressways,0.0
Rural (miles),145-170,Michigan,Other freeways and expressways,2.6
Rural (miles),145-170,Minnesota,Other freeways and expressways,0.8
Rural (miles),145-170,Mississippi,Other freeways and expressways,0.0
Rural (miles),145-170,Missouri,Other freeways and expressways,9.2
Rural (miles),145-170,Montana,Other freeways and expressways,0.0
Rural (miles),145-170,Nebraska,Other freeways and expressways,18.3
Rural (miles),145-170,Nevada,Other freeways and expressways,0.0
Rural (miles),145-170,New Hampshire,Other freeways and expressways,0.0
Rural (miles),145-170,New Jersey,Other freeways and expressways,0.0
Rural (miles),145-170,New Mexico,Other freeways and expressways,0.0
Rural (miles),145-170,New York,Other freeways and expressways,11.8
Rural (miles),145-170,North Carolina,Other freeways and expressways,8.2
Rural (miles),145-170,North Dakota,Other freeways and expressways,0.0
Rural (miles),145-170,Ohio,Other freeways and expressways,10.8
Rural (miles),145-170,Oklahoma,Other freeways and expressways,0.3
Rural (miles),145-170,Oregon,Other freeways and expressways,0.0
Rural (miles),145-170,Pennsylvania,Other freeways and expressways,10.5
Rural (miles),145-170,Rhode Island,Other freeways and expressways,0.1
Rural (miles),145-170,South Carolina,Other freeways and expressways,0.3
Rural (miles),145-170,South Dakota,Other freeways and expressways,3.1
Rural (miles),145-170,Tennessee,Other freeways and expressways,0.0
Rural (miles),145-170,Texas,Other freeways and expressways,3.3
Rural (miles),145-170,Utah,Other freeways and expressways,0.7
Rural (miles),145-170,Vermont,Other freeways and expressways,0.1
Rural (miles),145-170,Virginia,Other freeways and expressways,1.0
Rural (miles),145-170,Washington,Other freeways and expressways,15.7
Rural (miles),145-170,West Virginia,Other freeways and expressways,0.0
Rural (miles),145-170,Wisconsin,Other freeways and expressways,12.5
Rural (miles),145-170,Wyoming,Other freeways and expressways,0.0
Rural (miles),145-170,Puerto Rico,Other freeways and expressways,0.5
Rural (miles),171-194,United States,Other freeways and expressways,69.9
Rural (miles),171-194,Alabama,Other freeways and expressways,0.0
Rural (miles),171-194,Alaska,Other freeways and expressways,0.0
Rural (miles),171-194,Arizona,Other freeways and expressways,0.1
Rural (miles),171-194,Arkansas,Other freeways and expressways,0.6
Rural (miles),171-194,California,Other freeways and expressways,6.7
Rural (miles),171-194,Colorado,Other freeways and expressways,0.8
Rural (miles),171-194,Connecticut,Other freeways and expressways,0.0
Rural (miles),171-194,Delaware,Other freeways and expressways,0.3
Rural (miles),171-194,District of Columbia,Other freeways and expressways,0.0
Rural (miles),171-194,Florida,Other freeways and expressways,0.2
Rural (miles),171-194,Georgia,Other freeways and expressways,0.0
Rural (miles),171-194,Hawaii,Other freeways and expressways,0.0
Rural (miles),171-194,Idaho,Other freeways and expressways,0.0
Rural (miles),171-194,Illinois,Other freeways and expressways,1.0
Rural (miles),171-194,Indiana,Other freeways and expressways,1.1
Rural (miles),171-194,Iowa,Other freeways and expressways,0.0
Rural (miles),171-194,Kansas,Other freeways and expressways,1.0
Rural (miles),171-194,Kentucky,Other freeways and expressways,1.6
Rural (miles),171-194,Louisiana,Other freeways and expressways,1.9
Rural (miles),171-194,Maine,Other freeways and expressways,0.0
Rural (miles),171-194,Maryland,Other freeways and expressways,0.0
Rural (miles),171-194,Massachusetts,Other freeways and expressways,0.1
Rural (miles),171-194,Michigan,Other freeways and expressways,3.2
Rural (miles),171-194,Minnesota,Other freeways and expressways,0.4
Rural (miles),171-194,Mississippi,Other freeways and expressways,0.0
Rural (miles),171-194,Missouri,Other freeways and expressways,3.7
Rural (miles),171-194,Montana,Other freeways and expressways,0.0
Rural (miles),171-194,Nebraska,Other freeways and expressways,7.8
Rural (miles),171-194,Nevada,Other freeways and expressways,0.0
Rural (miles),171-194,New Hampshire,Other freeways and expressways,0.0
Rural (miles),171-194,New Jersey,Other freeways and expressways,0.0
Rural (miles),171-194,New Mexico,Other freeways and expressways,0.0
Rural (miles),171-194,New York,Other freeways and expressways,5.9
Rural (miles),171-194,North Carolina,Other freeways and expressways,4.5
Rural (miles),171-194,North Dakota,Other freeways and expressways,0.0
Rural (miles),171-194,Ohio,Other freeways and expressways,4.3
Rural (miles),171-194,Oklahoma,Other freeways and expressways,0.1
Rural (miles),171-194,Oregon,Other freeways and expressways,0.0
Rural (miles),171-194,Pennsylvania,Other freeways and expressways,6.0
Rural (miles),171-194,Rhode Island,Other freeways and expressways,0.0
Rural (miles),171-194,South Carolina,Other freeways and expressways,1.1
Rural (miles),171-194,South Dakota,Other freeways and expressways,1.1
Rural (miles),171-194,Tennessee,Other freeways and expressways,0.0
Rural (miles),171-194,Texas,Other freeways and expressways,0.8
Rural (miles),171-194,Utah,Other freeways and expressways,0.1
Rural (miles),171-194,Vermont,Other freeways and expressways,0.0
Rural (miles),171-194,Virginia,Other freeways and expressways,0.3
Rural (miles),171-194,Washington,Other freeways and expressways,10.2
Rural (miles),171-194,West Virginia,Other freeways and expressways,0.1
Rural (miles),171-194,Wisconsin,Other freeways and expressways,4.6
Rural (miles),171-194,Wyoming,Other freeways and expressways,0.0
Rural (miles),171-194,Puerto Rico,Other freeways and expressways,0.1
Rural (miles),195-220,United States,Other freeways and expressways,37.6
Rural (miles),195-220,Alabama,Other freeways and expressways,0.0
Rural (miles),195-220,Alaska,Other freeways and expressways,0.0
Rural (miles),195-220,Arizona,Other freeways and expressways,0.0
Rural (miles),195-220,Arkansas,Other freeways and expressways,0.1
Rural (miles),195-220,California,Other freeways and expressways,3.4
Rural (miles),195-220,Colorado,Other freeways and expressways,0.2
Rural (miles),195-220,Connecticut,Other freeways and expressways,0.0
Rural (miles),195-220,Delaware,Other freeways and expressways,0.3
Rural (miles),195-220,District of Columbia,Other freeways and expressways,0.0
Rural (miles),195-220,Florida,Other freeways and expressways,0.0
Rural (miles),195-220,Georgia,Other freeways and expressways,0.0
Rural (miles),195-220,Hawaii,Other freeways and expressways,0.0
Rural (miles),195-220,Idaho,Other freeways and expressways,0.1
Rural (miles),195-220,Illinois,Other freeways and expressways,0.4
Rural (miles),195-220,Indiana,Other freeways and expressways,0.6
Rural (miles),195-220,Iowa,Other freeways and expressways,0.0
Rural (miles),195-220,Kansas,Other freeways and expressways,0.6
